instance_name,dataset,node_id,node_type,x_coord,y_coord,demand,demand_type,distribution,parameters
A-n60-k9,Christiansen and Lysgaard (2007),22,customer,3.0,57.0,5.0,stochastic,Poisson,{'lambda': 5.0}
A-n60-k9,Christiansen and Lysgaard (2007),23,customer,45.0,11.0,20.0,stochastic,Poisson,{'lambda': 20.0}
A-n60-k9,Christiansen and Lysgaard (2007),24,customer,43.0,61.0,23.0,stochastic,Poisson,{'lambda': 23.0}
A-n60-k9,Christiansen and Lysgaard (2007),25,customer,35.0,43.0,24.0,stochastic,Poisson,{'lambda': 24.0}
A-n60-k9,Christiansen and Lysgaard (2007),26,customer,19.0,83.0,18.0,stochastic,Poisson,{'lambda': 18.0}
A-n60-k9,Christiansen and Lysgaard (2007),27,customer,83.0,69.0,19.0,stochastic,Poisson,{'lambda': 19.0}
A-n60-k9,Christiansen and Lysgaard (2007),28,customer,85.0,77.0,2.0,stochastic,Poisson,{'lambda': 2.0}
A-n60-k9,Christiansen and Lysgaard (2007),29,customer,19.0,39.0,17.0,stochastic,Poisson,{'lambda': 17.0}
A-n60-k9,Christiansen and Lysgaard (2007),30,customer,83.0,87.0,17.0,stochastic,Poisson,{'lambda': 17.0}
A-n60-k9,Christiansen and Lysgaard (2007),31,customer,1.0,13.0,9.0,stochastic,Poisson,{'lambda': 9.0}
A-n60-k9,Christiansen and Lysgaard (2007),32,customer,15.0,39.0,11.0,stochastic,Poisson,{'lambda': 11.0}
A-n60-k9,Christiansen and Lysgaard (2007),33,customer,83.0,17.0,2.0,stochastic,Poisson,{'lambda': 2.0}
A-n60-k9,Christiansen and Lysgaard (2007),34,customer,41.0,97.0,6.0,stochastic,Poisson,{'lambda': 6.0}
A-n60-k9,Christiansen and Lysgaard (2007),35,customer,31.0,61.0,9.0,stochastic,Poisson,{'lambda': 9.0}
A-n60-k9,Christiansen and Lysgaard (2007),36,customer,59.0,69.0,5.0,stochastic,Poisson,{'lambda': 5.0}
A-n60-k9,Christiansen and Lysgaard (2007),37,customer,29.0,15.0,9.0,stochastic,Poisson,{'lambda': 9.0}
A-n60-k9,Christiansen and Lysgaard (2007),38,customer,93.0,83.0,2.0,stochastic,Poisson,{'lambda': 2.0}
A-n60-k9,Christiansen and Lysgaard (2007),39,customer,63.0,97.0,14.0,stochastic,Poisson,{'lambda': 14.0}
A-n60-k9,Christiansen and Lysgaard (2007),40,customer,65.0,57.0,19.0,stochastic,Poisson,{'lambda': 19.0}
A-n60-k9,Christiansen and Lysgaard (2007),41,customer,15.0,69.0,11.0,stochastic,Poisson,{'lambda': 11.0}
A-n60-k9,Christiansen and Lysgaard (2007),42,customer,31.0,97.0,21.0,stochastic,Poisson,{'lambda': 21.0}
A-n60-k9,Christiansen and Lysgaard (2007),43,customer,57.0,9.0,20.0,stochastic,Poisson,{'lambda': 20.0}
A-n60-k9,Christiansen and Lysgaard (2007),44,customer,85.0,37.0,21.0,stochastic,Poisson,{'lambda': 21.0}
A-n60-k9,Christiansen and Lysgaard (2007),45,customer,21.0,29.0,18.0,stochastic,Poisson,{'lambda': 18.0}
A-n60-k9,Christiansen and Lysgaard (2007),46,customer,53.0,11.0,48.0,stochastic,Poisson,{'lambda': 48.0}
A-n60-k9,Christiansen and Lysgaard (2007),47,customer,15.0,77.0,1.0,stochastic,Poisson,{'lambda': 1.0}
A-n60-k9,Christiansen and Lysgaard (2007),48,customer,41.0,69.0,17.0,stochastic,Poisson,{'lambda': 17.0}
A-n60-k9,Christiansen and Lysgaard (2007),49,customer,45.0,17.0,42.0,stochastic,Poisson,{'lambda': 42.0}
A-n60-k9,Christiansen and Lysgaard (2007),50,customer,13.0,25.0,2.0,stochastic,Poisson,{'lambda': 2.0}
A-n60-k9,Christiansen and Lysgaard (2007),51,customer,63.0,57.0,4.0,stochastic,Poisson,{'lambda': 4.0}
A-n60-k9,Christiansen and Lysgaard (2007),52,customer,95.0,5.0,24.0,stochastic,Poisson,{'lambda': 24.0}
A-n60-k9,Christiansen and Lysgaard (2007),53,customer,55.0,91.0,18.0,stochastic,Poisson,{'lambda': 18.0}
A-n60-k9,Christiansen and Lysgaard (2007),54,customer,3.0,31.0,21.0,stochastic,Poisson,{'lambda': 21.0}
A-n60-k9,Christiansen and Lysgaard (2007),55,customer,47.0,7.0,11.0,stochastic,Poisson,{'lambda': 11.0}
A-n60-k9,Christiansen and Lysgaard (2007),56,customer,61.0,69.0,9.0,stochastic,Poisson,{'lambda': 9.0}
A-n60-k9,Christiansen and Lysgaard (2007),57,customer,85.0,35.0,18.0,stochastic,Poisson,{'lambda': 18.0}
A-n60-k9,Christiansen and Lysgaard (2007),58,customer,89.0,81.0,22.0,stochastic,Poisson,{'lambda': 22.0}
A-n60-k9,Christiansen and Lysgaard (2007),59,customer,45.0,47.0,9.0,stochastic,Poisson,{'lambda': 9.0}
A-n60-k9,Christiansen and Lysgaard (2007),60,customer,65.0,93.0,23.0,stochastic,Poisson,{'lambda': 23.0}
