instance_name,dataset,node_id,node_type,x_coord,y_coord,demand,demand_type,distribution,parameters
E-n51-k5,Christiansen and Lysgaard (2007),18,customer,27.0,23.0,3.0,stochastic,Poisson,{'lambda': 3.0}
E-n51-k5,Christiansen and Lysgaard (2007),19,customer,17.0,33.0,41.0,stochastic,Poisson,{'lambda': 41.0}
E-n51-k5,Christiansen and Lysgaard (2007),20,customer,13.0,13.0,9.0,stochastic,Poisson,{'lambda': 9.0}
E-n51-k5,Christiansen and Lysgaard (2007),21,customer,57.0,58.0,28.0,stochastic,Poisson,{'lambda': 28.0}
E-n51-k5,Christiansen and Lysgaard (2007),22,customer,62.0,42.0,8.0,stochastic,Poisson,{'lambda': 8.0}
E-n51-k5,Christiansen and Lysgaard (2007),23,customer,42.0,57.0,8.0,stochastic,Poisson,{'lambda': 8.0}
E-n51-k5,Christiansen and Lysgaard (2007),24,customer,16.0,57.0,16.0,stochastic,Poisson,{'lambda': 16.0}
E-n51-k5,Christiansen and Lysgaard (2007),25,customer,8.0,52.0,10.0,stochastic,Poisson,{'lambda': 10.0}
E-n51-k5,Christiansen and Lysgaard (2007),26,customer,7.0,38.0,28.0,stochastic,Poisson,{'lambda': 28.0}
E-n51-k5,Christiansen and Lysgaard (2007),27,customer,27.0,68.0,7.0,stochastic,Poisson,{'lambda': 7.0}
E-n51-k5,Christiansen and Lysgaard (2007),28,customer,30.0,48.0,15.0,stochastic,Poisson,{'lambda': 15.0}
E-n51-k5,Christiansen and Lysgaard (2007),29,customer,43.0,67.0,14.0,stochastic,Poisson,{'lambda': 14.0}
E-n51-k5,Christiansen and Lysgaard (2007),30,customer,58.0,48.0,6.0,stochastic,Poisson,{'lambda': 6.0}
E-n51-k5,Christiansen and Lysgaard (2007),31,customer,58.0,27.0,19.0,stochastic,Poisson,{'lambda': 19.0}
E-n51-k5,Christiansen and Lysgaard (2007),32,customer,37.0,69.0,11.0,stochastic,Poisson,{'lambda': 11.0}
E-n51-k5,Christiansen and Lysgaard (2007),33,customer,38.0,46.0,12.0,stochastic,Poisson,{'lambda': 12.0}
E-n51-k5,Christiansen and Lysgaard (2007),34,customer,46.0,10.0,23.0,stochastic,Poisson,{'lambda': 23.0}
E-n51-k5,Christiansen and Lysgaard (2007),35,customer,61.0,33.0,26.0,stochastic,Poisson,{'lambda': 26.0}
E-n51-k5,Christiansen and Lysgaard (2007),36,customer,62.0,63.0,17.0,stochastic,Poisson,{'lambda': 17.0}
E-n51-k5,Christiansen and Lysgaard (2007),37,customer,63.0,69.0,6.0,stochastic,Poisson,{'lambda': 6.0}
E-n51-k5,Christiansen and Lysgaard (2007),38,customer,32.0,22.0,9.0,stochastic,Poisson,{'lambda': 9.0}
E-n51-k5,Christiansen and Lysgaard (2007),39,customer,45.0,35.0,15.0,stochastic,Poisson,{'lambda': 15.0}
E-n51-k5,Christiansen and Lysgaard (2007),40,customer,59.0,15.0,14.0,stochastic,Poisson,{'lambda': 14.0}
E-n51-k5,Christiansen and Lysgaard (2007),41,customer,5.0,6.0,7.0,stochastic,Poisson,{'lambda': 7.0}
E-n51-k5,Christiansen and Lysgaard (2007),42,customer,10.0,17.0,27.0,stochastic,Poisson,{'lambda': 27.0}
E-n51-k5,Christiansen and Lysgaard (2007),43,customer,21.0,10.0,13.0,stochastic,Poisson,{'lambda': 13.0}
E-n51-k5,Christiansen and Lysgaard (2007),44,customer,5.0,64.0,11.0,stochastic,Poisson,{'lambda': 11.0}
E-n51-k5,Christiansen and Lysgaard (2007),45,customer,30.0,15.0,16.0,stochastic,Poisson,{'lambda': 16.0}
E-n51-k5,Christiansen and Lysgaard (2007),46,customer,39.0,10.0,10.0,stochastic,Poisson,{'lambda': 10.0}
E-n51-k5,Christiansen and Lysgaard (2007),47,customer,32.0,39.0,5.0,stochastic,Poisson,{'lambda': 5.0}
E-n51-k5,Christiansen and Lysgaard (2007),48,customer,25.0,32.0,25.0,stochastic,Poisson,{'lambda': 25.0}
E-n51-k5,Christiansen and Lysgaard (2007),49,customer,25.0,55.0,17.0,stochastic,Poisson,{'lambda': 17.0}
E-n51-k5,Christiansen and Lysgaard (2007),50,customer,48.0,28.0,18.0,stochastic,Poisson,{'lambda': 18.0}
E-n51-k5,Christiansen and Lysgaard (2007),51,customer,56.0,37.0,10.0,stochastic,Poisson,{'lambda': 10.0}
