instance_name,dataset,node_id,node_type,x_coord,y_coord,demand,demand_type,distribution,parameters
A-n54-k7,Christiansen and Lysgaard (2007),23,customer,43.0,93.0,23.0,stochastic,Poisson,{'lambda': 23.0}
A-n54-k7,Christiansen and Lysgaard (2007),24,customer,75.0,25.0,5.0,stochastic,Poisson,{'lambda': 5.0}
A-n54-k7,Christiansen and Lysgaard (2007),25,customer,1.0,43.0,12.0,stochastic,Poisson,{'lambda': 12.0}
A-n54-k7,Christiansen and Lysgaard (2007),26,customer,7.0,7.0,15.0,stochastic,Poisson,{'lambda': 15.0}
A-n54-k7,Christiansen and Lysgaard (2007),27,customer,81.0,69.0,9.0,stochastic,Poisson,{'lambda': 9.0}
A-n54-k7,Christiansen and Lysgaard (2007),28,customer,23.0,57.0,13.0,stochastic,Poisson,{'lambda': 13.0}
A-n54-k7,Christiansen and Lysgaard (2007),29,customer,81.0,15.0,18.0,stochastic,Poisson,{'lambda': 18.0}
A-n54-k7,Christiansen and Lysgaard (2007),30,customer,77.0,35.0,16.0,stochastic,Poisson,{'lambda': 16.0}
A-n54-k7,Christiansen and Lysgaard (2007),31,customer,49.0,3.0,7.0,stochastic,Poisson,{'lambda': 7.0}
A-n54-k7,Christiansen and Lysgaard (2007),32,customer,21.0,93.0,6.0,stochastic,Poisson,{'lambda': 6.0}
A-n54-k7,Christiansen and Lysgaard (2007),33,customer,41.0,37.0,2.0,stochastic,Poisson,{'lambda': 2.0}
A-n54-k7,Christiansen and Lysgaard (2007),34,customer,71.0,91.0,8.0,stochastic,Poisson,{'lambda': 8.0}
A-n54-k7,Christiansen and Lysgaard (2007),35,customer,31.0,13.0,2.0,stochastic,Poisson,{'lambda': 2.0}
A-n54-k7,Christiansen and Lysgaard (2007),36,customer,69.0,33.0,2.0,stochastic,Poisson,{'lambda': 2.0}
A-n54-k7,Christiansen and Lysgaard (2007),37,customer,91.0,47.0,4.0,stochastic,Poisson,{'lambda': 4.0}
A-n54-k7,Christiansen and Lysgaard (2007),38,customer,13.0,69.0,13.0,stochastic,Poisson,{'lambda': 13.0}
A-n54-k7,Christiansen and Lysgaard (2007),39,customer,65.0,75.0,18.0,stochastic,Poisson,{'lambda': 18.0}
A-n54-k7,Christiansen and Lysgaard (2007),40,customer,91.0,27.0,9.0,stochastic,Poisson,{'lambda': 9.0}
A-n54-k7,Christiansen and Lysgaard (2007),41,customer,9.0,85.0,19.0,stochastic,Poisson,{'lambda': 19.0}
A-n54-k7,Christiansen and Lysgaard (2007),42,customer,15.0,19.0,3.0,stochastic,Poisson,{'lambda': 3.0}
A-n54-k7,Christiansen and Lysgaard (2007),43,customer,7.0,37.0,14.0,stochastic,Poisson,{'lambda': 14.0}
A-n54-k7,Christiansen and Lysgaard (2007),44,customer,61.0,11.0,19.0,stochastic,Poisson,{'lambda': 19.0}
A-n54-k7,Christiansen and Lysgaard (2007),45,customer,59.0,83.0,21.0,stochastic,Poisson,{'lambda': 21.0}
A-n54-k7,Christiansen and Lysgaard (2007),46,customer,85.0,69.0,4.0,stochastic,Poisson,{'lambda': 4.0}
A-n54-k7,Christiansen and Lysgaard (2007),47,customer,15.0,29.0,6.0,stochastic,Poisson,{'lambda': 6.0}
A-n54-k7,Christiansen and Lysgaard (2007),48,customer,1.0,13.0,22.0,stochastic,Poisson,{'lambda': 22.0}
A-n54-k7,Christiansen and Lysgaard (2007),49,customer,1.0,83.0,13.0,stochastic,Poisson,{'lambda': 13.0}
A-n54-k7,Christiansen and Lysgaard (2007),50,customer,85.0,31.0,10.0,stochastic,Poisson,{'lambda': 10.0}
A-n54-k7,Christiansen and Lysgaard (2007),51,customer,95.0,25.0,18.0,stochastic,Poisson,{'lambda': 18.0}
A-n54-k7,Christiansen and Lysgaard (2007),52,customer,5.0,33.0,5.0,stochastic,Poisson,{'lambda': 5.0}
A-n54-k7,Christiansen and Lysgaard (2007),53,customer,51.0,11.0,9.0,stochastic,Poisson,{'lambda': 9.0}
A-n54-k7,Christiansen and Lysgaard (2007),54,customer,51.0,85.0,36.0,stochastic,Poisson,{'lambda': 36.0}
