instance_name,dataset,node_id,node_type,x_coord,y_coord,demand,demand_type,distribution,parameters
A-n55-k9,Christiansen and Lysgaard (2007),39,customer,57.0,7.0,18.0,stochastic,Poisson,{'lambda': 18.0}
A-n55-k9,Christiansen and Lysgaard (2007),40,customer,81.0,6.0,13.0,stochastic,Poisson,{'lambda': 13.0}
A-n55-k9,Christiansen and Lysgaard (2007),41,customer,49.0,6.0,3.0,stochastic,Poisson,{'lambda': 3.0}
A-n55-k9,Christiansen and Lysgaard (2007),42,customer,51.0,78.0,20.0,stochastic,Poisson,{'lambda': 20.0}
A-n55-k9,Christiansen and Lysgaard (2007),43,customer,9.0,62.0,14.0,stochastic,Poisson,{'lambda': 14.0}
A-n55-k9,Christiansen and Lysgaard (2007),44,customer,84.0,36.0,10.0,stochastic,Poisson,{'lambda': 10.0}
A-n55-k9,Christiansen and Lysgaard (2007),45,customer,95.0,76.0,10.0,stochastic,Poisson,{'lambda': 10.0}
A-n55-k9,Christiansen and Lysgaard (2007),46,customer,89.0,44.0,66.0,stochastic,Poisson,{'lambda': 66.0}
A-n55-k9,Christiansen and Lysgaard (2007),47,customer,10.0,49.0,10.0,stochastic,Poisson,{'lambda': 10.0}
A-n55-k9,Christiansen and Lysgaard (2007),48,customer,69.0,16.0,7.0,stochastic,Poisson,{'lambda': 7.0}
A-n55-k9,Christiansen and Lysgaard (2007),49,customer,75.0,66.0,12.0,stochastic,Poisson,{'lambda': 12.0}
A-n55-k9,Christiansen and Lysgaard (2007),50,customer,97.0,11.0,24.0,stochastic,Poisson,{'lambda': 24.0}
A-n55-k9,Christiansen and Lysgaard (2007),51,customer,74.0,69.0,5.0,stochastic,Poisson,{'lambda': 5.0}
A-n55-k9,Christiansen and Lysgaard (2007),52,customer,1.0,14.0,18.0,stochastic,Poisson,{'lambda': 18.0}
A-n55-k9,Christiansen and Lysgaard (2007),53,customer,96.0,91.0,7.0,stochastic,Poisson,{'lambda': 7.0}
A-n55-k9,Christiansen and Lysgaard (2007),54,customer,46.0,22.0,11.0,stochastic,Poisson,{'lambda': 11.0}
A-n55-k9,Christiansen and Lysgaard (2007),55,customer,74.0,92.0,12.0,stochastic,Poisson,{'lambda': 12.0}
